County	Population	Land Area	Water Area	Total Area	Latitude	Longitude
Texas__MO	26008	3049.104	5.071	3054.176	37.314257	-91.964478
Vernon__MO	21159	2140.36	27.017	2167.377	37.850196	-94.341597
Warren__MO	32513	1110.072	23.747	1133.819	38.761902	-91.159307
Washington__MO	25195	1968.165	6.671	1974.835	37.942315	-90.897056
Wayne__MO	13521	1966.258	38.559	2004.817	37.113825	-90.460868
Webster__MO	36202	1534.729	3.112	1537.841	37.280804	-92.87608
Worth__MO	2171	690.524	0.535	691.059	40.480482	-94.419129
Wright__MO	18815	1765.78	3.533	1769.313	37.267636	-92.48001
St_Louis__MO	319294	160.343	10.683	171.026	38.635699	-90.244582
Beaverhead__MT	9246	14352.738	78.394	14431.132	45.133863	-112.892869
Big_Horn__MT	12865	12938.188	49.593	12987.782	45.407869	-107.518163
Blaine__MT	6491	10949.294	29.086	10978.38	48.428282	-108.967648
Broadwater__MT	5612	3088.668	119.698	3208.366	46.334476	-111.496103
Carbon__MT	10078	5306.336	34.64	5340.976	45.224475	-109.028551
Carter__MT	1160	8652.506	19.496	8672.003	45.516825	-104.515324
Cascade__MT	81327	6988.197	34.515	7022.712	47.316443	-111.350571
Chouteau__MT	5813	10288.697	62.774	10351.471	47.886837	-110.436189
Custer__MT	11699	9798.863	25.525	9824.388	46.261481	-105.550508
Daniels__MT	1751	3693.594	1.022	3694.616	48.794429	-105.541739
Dawson__MT	8966	6143.101	29.284	6172.384	47.272425	-104.901027
Deer_Lodge__MT	9298	1907.605	12.099	1919.704	46.099059	-113.139108
Fallon__MT	2890	4197.781	5.915	4203.696	46.318184	-104.405718
Fergus__MT	11586	11240.039	27.483	11267.522	47.222997	-109.22328
Flathead__MT	90928	13176.979	437.136	13614.115	48.314696	-114.054319
Gallatin__MT	89513	6740.934	76.087	6817.021	45.535559	-111.173443
Garfield__MT	1206	12109.117	445.782	12554.899	47.281174	-106.982212
Glacier__MT	13399	7759.441	106.157	7865.598	48.705671	-112.990502
Golden_Valley__MT	884	3044.122	2.588	3046.711	46.380624	-109.174586
Granite__MT	3079	4473.984	14.584	4488.568	46.395358	-113.425683
Hill__MT	16096	7508.259	44.209	7552.467	48.628331	-110.106372
Jefferson__MT	11406	4289.687	6.691	4296.378	46.126557	-112.056771
Judith_Basin__MT	2072	4842.814	2.067	4844.881	47.032558	-110.30532
Lake__MT	28746	3859.47	423.637	4283.107	47.642901	-114.083687
Lewis_and_Clark__MT	63395	8958.323	100.717	9059.04	47.122133	-112.382954
Liberty__MT	2339	3703.801	44.369	3748.17	48.559654	-111.036924
Lincoln__MT	19687	9357.409	161.123	9518.532	48.542232	-115.404343
McCone__MT	1734	6845.784	102.697	6948.481	47.629628	-105.757222
Madison__MT	7691	9291.541	39.649	9331.19	45.319288	-111.917328
Meagher__MT	1891	6195.026	7.377	6202.403	46.585706	-110.921781
Mineral__MT	4223	3158.327	9.899	3168.226	47.155213	-115.06455
Missoula__MT	109299	6716.936	64.479	6781.415	47.027263	-113.892681
Musselshell__MT	4538	4838.5	7.127	4845.627	46.505665	-108.436982
Park__MT	15636	7259.899	27.013	7286.911	45.421905	-110.532798
Petroleum__MT	494	4286.097	49.036	4335.133	47.141917	-108.226575
Phillips__MT	4253	13312.629	186.078	13498.707	48.250155	-107.928833
Pondera__MT	6153	4203.195	43.968	4247.163	48.230312	-112.219928
Powder_River__MT	1743	8539.963	1.567	8541.53	45.40889	-105.555259
Powell__MT	7027	6025.328	16.198	6041.525	46.844225	-112.9311
Prairie__MT	1179	4498.128	15.097	4513.225	46.852434	-105.375808
Ravalli__MT	40212	6192.198	24.296	6216.495	46.079298	-114.119065
Richland__MT	9746	5397.906	49.582	5447.487	47.785513	-104.563387
Roosevelt__MT	10425	6098.887	37.876	6136.763	48.282747	-104.99517
Rosebud__MT	9233	12976.881	43.007	13019.888	46.161734	-106.701953
Sanders__MT	11413	7149.724	76.301	7226.025	47.756469	-115.180225
Sheridan__MT	3384	4343.617	75.143	4418.76	48.705523	-104.533913
Silver_Bow__MT	34200	1860.848	1.489	1862.337	45.895959	-112.660222
Stillwater__MT	9117	4649.936	23.914	4673.85	45.663496	-109.391752
Sweet_Grass__MT	3651	4804.958	17.686	4822.644	45.81306	-109.941312
Teton__MT	6073	5885.423	52.173	5937.596	47.819035	-112.281725
Toole__MT	5324	4961.504	78.007	5039.51	48.645052	-111.733493
Treasure__MT	718	2531.448	17.161	2548.609	46.209636	-107.280494
Valley__MT	7369	12757.811	352.165	13109.976	48.365713	-106.687883
Wheatland__MT	2168	3686.057	13.071	3699.128	46.497047	-109.857147
Wibaux__MT	1017	2303.185	1.713	2304.898	46.962866	-104.274466
Yellowstone__MT	147972	6820.199	40.761	6860.96	45.936987	-108.276656
Adams__NE	31364	1458.869	2.481	1461.35	40.520632	-98.500044
Antelope__NE	6685	2220.184	3.558	2223.742	42.183225	-98.058037
Arthur__NE	460	1852.76	7.645	1860.405	41.570856	-101.697045
Banner__NE	690	1932.427	0.397	1932.824	41.53975	-103.726263
Blaine__NE	478	1841.156	9.444	1850.6	41.92523	-99.990771
Boone__NE	5505	1778.166	1.719	1779.884	41.7054	-98.066794
Box_Butte__NE	11308	2784.995	6.589	2791.584	42.215665	-103.087821
Boyd__NE	2099	1398.437	11.89	1410.328	42.894448	-98.773022
Brown__NE	3145	3163.238	9.814	3173.053	42.34939	-99.923176
Buffalo__NE	46102	2507.399	18.874	2526.272	40.855226	-99.074983
Burt__NE	6858	1273.19	14.198	1287.388	41.854179	-96.337746
Butler__NE	8395	1514.901	15.293	1530.194	41.226072	-97.13204
Cass__NE	25241	1443.779	21.873	1465.652	40.909878	-96.140609
Cedar__NE	8852	1917.399	14.335	1931.734	42.604511	-97.256824
Chase__NE	3966	2316.534	7.978	2324.512	40.53039	-101.694192
Cherry__NE	5713	15437.422	126.677	15564.099	42.566985	-101.072622
Cheyenne__NE	9998	3098.368	0.293	3098.661	41.214236	-103.011929
Clay__NE	6542	1482.223	3.235	1485.458	40.523669	-98.05105
Colfax__NE	10515	1066.194	12.578	1078.772	41.574675	-97.089455
Cuming__NE	9139	1477.896	10.447	1488.343	41.915865	-96.788517
Custer__NE	10939	6670.57	0.933	6671.503	41.393893	-99.726866
Dakota__NE	21006	684.416	8.2	692.616	42.390456	-96.562549
Dawes__NE	9182	3616.824	11.922	3628.746	42.711214	-103.134872
Dawson__NE	24326	2623.906	16.413	2640.319	40.867378	-99.815154
Deuel__NE	1941	1139.209	2.231	1141.44	41.112988	-102.332604
Dixon__NE	6000	1233.434	17.272	1250.706	42.48528	-96.855862
Dodge__NE	36691	1369.342	37.02	1406.362	41.577008	-96.645853
Douglas__NE	517110	850.693	28.211	878.904	41.297091	-96.154066
Dundy__NE	2008	2381.954	3.046	2385	40.180165	-101.681133
Fillmore__NE	5890	1490.203	2.99	1493.193	40.52504	-97.596705
Franklin__NE	3225	1491.356	0.488	1491.844	40.183203	-98.96208
Frontier__NE	2756	2524.18	14.213	2538.393	40.530947	-100.406683
Furnas__NE	4959	1862.543	3.916	1866.458	40.191991	-99.909661
Gage__NE	22311	2205.352	21.929	2227.281	40.255234	-96.683453
Garden__NE	2057	4414.072	68.875	4482.946	41.659381	-102.328229
Garfield__NE	2049	1475.749	4.126	1479.875	41.905572	-98.922998
Gosper__NE	2044	1186.616	11.832	1198.448	40.509838	-99.824078
Grant__NE	614	2010.41	18.131	2028.541	41.915867	-101.756875
Greeley__NE	2538	1475.804	2.189	1477.993	41.5676	-98.530566
Hall__NE	58607	1414.881	15.166	1430.047	40.866023	-98.498004
Hamilton__NE	9124	1406.048	10.73	1416.778	40.877145	-98.021943
Harlan__NE	3423	1433.47	53.34	1486.81	40.178766	-99.403418
Hayes__NE	967	1846.822	0.571	1847.392	40.535786	-101.05558
Hitchcock__NE	2908	1838.743	22.103	1860.846	40.176896	-101.044217
Holt__NE	10435	6248.084	13.202	6261.285	42.459287	-98.784766
Hooker__NE	736	1867.696	0.883	1868.579	41.9187	-101.11681
Howard__NE	6274	1474.576	16.202	1490.778	41.219403	-98.513303
Jefferson__NE	7547	1476.771	14.205	1490.976	40.175736	-97.143103
Johnson__NE	5217	973.968	1.767	975.735	40.395457	-96.268562
Kearney__NE	6489	1337.066	0.272	1337.338	40.506269	-98.948461
Keith__NE	8368	2749.531	124.672	2874.203	41.194404	-101.644474
Keya_Paha__NE	824	2002.247	2.192	2004.439	42.87548	-99.718351
Kimball__NE	3821	2465.269	1.448	2466.718	41.199155	-103.711105
Knox__NE	8701	2870.614	81.251	2951.865	42.634405	-97.891349
Lancaster__NE	285407	2169.241	22.877	2192.117	40.783547	-96.688658
Lincoln__NE	36288	6640.905	28.641	6669.546	41.050322	-100.744481
Logan__NE	763	1478.003	1.204	1479.207	41.542156	-100.443665
Loup__NE	632	1471.864	7.275	1479.139	41.897714	-99.509764
McPherson__NE	539	2224.737	2.681	2227.418	41.596473	-101.060237
Madison__NE	34876	1483.396	7.014	1490.41	41.909929	-97.606856
Merrick__NE	7845	1255.836	24.907	1280.743	41.169801	-98.031051
Morrill__NE	5042	3687.724	15.599	3703.322	41.732205	-102.990599
Nance__NE	3735	1143.824	17.088	1160.912	41.402386	-97.991408
Nemaha__NE	7248	1055.115	5.755	1060.87	40.387448	-95.850954
Nuckolls__NE	4500	1489.645	1.718	1491.364	40.176492	-98.046842
Otoe__NE	15740	1594.476	8.775	1603.251	40.637992	-96.131027
Pawnee__NE	2773	1116.478	4.852	1121.33	40.13785	-96.245225
Perkins__NE	2970	2287.828	2.84	2290.668	40.856065	-101.636443
Phelps__NE	9188	1398.049	1.647	1399.695	40.516365	-99.406557
Pierce__NE	7266	1484.707	3.482	1488.189	42.271413	-97.610992
Platte__NE	32237	1745.806	27.272	1773.078	41.576866	-97.513467
Polk__NE	5406	1135.308	5.949	1141.257	41.187925	-97.570663
Red_Willow__NE	11055	1856.984	2.643	1859.627	40.16942	-100.468576
Richardson__NE	8363	1429.259	7.078	1436.336	40.123743	-95.718603
Rock__NE	1526	2611.532	8.808	2620.34	42.413325	-99.45853
Saline__NE	14200	1486.699	5.935	1492.633	40.516802	-97.131755
Sarpy__NE	158840	618.982	22.1	641.082	41.115064	-96.109125
Saunders__NE	20780	1943.097	24.828	1967.924	41.223152	-96.640923
Scotts_Bluff__NE	36970	1915.039	15.438	1930.477	41.851589	-103.70586
Seward__NE	16750	1479.99	11.548	1491.538	40.871944	-97.140383
Sheridan__NE	5469	6321.804	74.942	6396.745	42.507074	-102.389698
Sherman__NE	3152	1465.489	15.062	1480.551	41.218743	-98.972849
Sioux__NE	1311	5352.832	1.873	5354.705	42.483806	-103.742605
Stanton__NE	6129	1108.382	7.909	1116.29	41.904793	-97.174724
Thayer__NE	5228	1486.153	3.025	1489.179	40.173845	-97.596263
Thomas__NE	647	1847.273	2.028	1849.301	41.84862	-100.506911
Thurston__NE	6940	1019.377	6.459	1025.836	42.154061	-96.533943
Valley__NE	4260	1471.237	6.243	1477.48	41.564094	-98.983484
Washington__NE	20234	1009.986	8.388	1018.374	41.533979	-96.224574
Wayne__NE	9595	1147.144	1.088	1148.232	42.210746	-97.126243
Webster__NE	3812	1489.018	0.337	1489.355	40.180646	-98.49859
Wheeler__NE	818	1489.715	1.059	1490.775	41.937859	-98.522289
York__NE	13665	1482.793	8.596	1491.389	40.873056	-97.596742
Churchill__NV	24877	12769.826	242.422	13012.248	39.525701	-118.270419
Clark__NV	1951269	20438.711	438.695	20877.406	36.214236	-115.013819
Douglas__NV	46997	1838.164	72.318	1910.482	38.905129	-119.609019
Elko__NV	48818	44469.663	85.759	44555.422	41.141133	-115.351424
Esmeralda__NV	783	9277.017	18.552	9295.569	37.778966	-117.632382
Eureka__NV	1987	10814.971	11.083	10826.054	39.977788	-116.272208
Humboldt__NV	16528	24969.444	44.197	25013.641	41.407914	-118.127592
Lander__NV	5775	14219.306	76.103	14295.409	39.900211	-117.04724
Lincoln__NV	5345	27539.866	9.803	27549.669	37.634605	-114.863037
Lyon__NV	51980	5183.049	59.603	5242.652	39.022214	-119.197417
Mineral__NV	4772	9719.821	155.747	9875.568	38.516647	-118.416279
Nye__NV	43946	47090.966	43.209	47134.175	37.966379	-116.459047
Pershing__NV	6753	15634.627	79.934	15714.561	40.439639	-118.409477
Storey__NV	4010	680.961	1.872	682.833	39.438385	-119.524646
Washoe__NV	421407	16323.052	621.198	16944.25	40.703311	-119.710315
White_Pine__NV	10030	22987.821	54.679	23042.499	39.417804	-114.900945
Carson_City__NV	55274	374.673	32.587	407.26	39.153447	-119.743442
Belknap__NH	60088	1036.596	177.025	1213.621	43.519109	-71.425366
Carroll__NH	47818	2411.437	158.956	2570.393	43.867567	-71.201665
Cheshire__NH	77117	1830.242	58.115	1888.357	42.925455	-72.248217
Coos__NH	33055	4648.213	90.778	4738.99	44.652419	-71.289383
Grafton__NH	89118	4425.641	105.662	4531.303	43.926488	-71.842264
Hillsborough__NH	400721	2269.189	41.637	2310.825	42.911643	-71.723101
Merrimack__NH	146445	2419.35	57.836	2477.186	43.299485	-71.68013
Rockingham__NH	295223	1799.317	260.008	2059.325	42.98936	-71.099437
Strafford__NH	123143	955.641	38.919	994.559	43.293177	-71.035927
Sullivan__NH	43742	1391.635	38.022	1429.658	43.361188	-72.222084
Atlantic__NJ	274549	1439.268	300.755	1740.023	39.469354	-74.633758
Bergen__NJ	905116	603.49	35.385	638.875	40.95909	-74.074522
Burlington__NJ	448734	2068.303	55.069	2123.372	39.875786	-74.663006
Camden__NJ	513657	573.068	15.617	588.685	39.802352	-74.961251
Cape_May__NJ	97265	651.187	955.684	1606.871	39.086143	-74.847716
Cumberland__NJ	156898	1252.784	502.246	1755.03	39.328387	-75.121644
Essex__NJ	783969	326.888	8.854	335.742	40.787217	-74.246136
Gloucester__NJ	288288	833.99	39.296	873.286	39.721019	-75.143708
Hudson__NJ	634266	119.634	41.756	161.39	40.731384	-74.078627
Hunterdon__NJ	128349	1108.046	24.911	1132.957	40.565283	-74.91197
Mercer__NJ	366513	581.601	11.218	592.819	40.282503	-74.703724
Middlesex__NJ	809858	800.083	36.034	836.118	40.439593	-74.407585
Monmouth__NJ	630380	1214.167	509.002	1723.169	40.287056	-74.152446
Morris__NJ	492276	1191.852	55.55	1247.403	40.858581	-74.547427
Ocean__NJ	576567	1628.535	742.342	2370.877	39.86585	-74.263027
Passaic__NJ	501226	478.093	32.407	510.5	41.033763	-74.300308
Salem__NJ	66083	859.614	104.713	964.327	39.573828	-75.357356
Somerset__NJ	323444	781.693	7.883	789.576	40.565522	-74.61993
Sussex__NJ	149265	1344.239	43.327	1387.567	41.137424	-74.691855
Union__NJ	536499	266.393	6.595	272.988	40.659871	-74.308696
Warren__NJ	108692	924.412	15.384	939.796	40.853524	-75.009542
Bernalillo__NM	662564	3006.531	16.471	3023.002	35.054002	-106.669065
Catron__NM	3725	17932.274	14.194	17946.468	33.901814	-108.392097
Chaves__NM	65645	15708.989	25.507	15734.496	33.361605	-104.469837
Cibola__NM	27213	11757.199	5.83	11763.029	34.93205	-108.000255
Colfax__NM	13750	9733.329	26.319	9759.648	36.612963	-104.640126
Curry__NM	48376	3638.407	8.174	3646.581	34.572984	-103.346055
De_Baca__NM	2022	6015.567	29.16	6044.726	34.351429	-104.401527
Dona_Ana__NM	209233	9861.409	17.79	9879.198	32.350912	-106.832182
Eddy__NM	53829	10815.079	56.453	10871.532	32.457858	-104.306471
Grant__NM	29514	10260.562	15.35	10275.911	32.732087	-108.381504
Guadelupe__NM	4687	7848.912	2.888	7851.8	34.869782	-104.784968
Harding__NM	695	5504.869	1.154	5506.023	35.863152	-103.829931
Hidalgo__NM	4894	8901.43	23.652	8925.082	31.899658	-108.745729
Lea__NM	64727	11372.46	8.469	11380.929	32.795687	-103.413271
Lincoln__NM	20497	12512.468	0.564	12513.032	33.740941	-105.449083
Los_Alamos__NM	17950	282.74	0.23	282.97	35.870047	-106.307968
Luna__NM	25095	7679.802	0.432	7680.234	32.184482	-107.746639
McKinley__NM	71492	14114.941	14.161	14129.101	35.573732	-108.255307
Mora__NM	4881	5001.977	6.079	5008.056	35.982841	-104.921898
Otero__NM	63797	17128.132	37.019	17165.151	32.588776	-105.781079
Quay__NM	9041	7444.53	18.735	7463.265	35.107018	-103.548071
Rio_Arriba__NM	40246	15179.497	91.46	15270.957	36.509669	-106.693983
Roosevelt__NM	19846	6338.817	18.704	6357.521	34.021457	-103.482725
Sandoval__NM	131561	9610.54	13.708	9624.248	35.685073	-106.882618
San_Juan__NM	130044	14278.776	65.674	14344.45	36.511625	-108.324578
San_Miguel__NM	29393	12213.919	51.38	12265.299	35.476876	-104.803515
Santa_Fe__NM	144170	4945.359	3.775	4949.134	35.513722	-105.966441
Sierra__NM	11988	10823.447	148.324	10971.771	33.119479	-107.188161
Socorro__NM	17866	17214.818	5.36	17220.178	33.991614	-106.939003
Taos__NM	32937	5706.03	3.386	5709.415	36.576529	-105.637987
Torrance__NM	16383	8663.109	2.301	8665.41	34.634644	-105.846836
Union__NM	4549	9903.45	18.468	9921.918	36.488085	-103.475723
Valencia__NM	76569	2761.38	5.489	2766.87	34.71684	-106.806582
Albany__NY	304204	1354.056	27.189	1381.246	42.588271	-73.974014
Allegany__NY	48946	2665.895	13.154	2679.048	42.247894	-78.026176
Bronx__NY	1385108	109.029	39.838	148.867	40.848711	-73.852939
Broome__NY	200600	1827.926	25.249	1853.174	42.161977	-75.830291
Cattaraugus__NY	80317	3388.612	36.61	3425.222	42.244853	-78.681006
Cayuga__NY	80026	1791.19	445.708	2236.898	43.008546	-76.574587
Chautauqua__NY	134905	2745.974	1139.483	3885.457	42.304216	-79.407595
Chemung__NY	88830	1055.036	8.877	1063.913	42.155281	-76.747179
Chenango__NY	50477	2314.28	13.161	2327.441	42.489732	-75.604905
Clinton__NY	82128	2688.025	206.355	2894.381	44.75271	-73.705648
Columbia__NY	63096	1643.879	35.121	1679	42.247729	-73.626805
Cortland__NY	49336	1291.783	7.144	1298.927	42.593824	-76.076265
Delaware__NY	47980	3735.903	64.766	3800.668	42.193987	-74.966728
Dutchess__NY	297488	2060.672	76.969	2137.64	41.755009	-73.739951
Erie__NY	919040	2700.563	476.974	3177.537	42.752759	-78.778192
Essex__NY	39370	4647.03	315.978	4963.007	44.108971	-73.777573
Franklin__NY	51599	4219.398	177.032	4396.43	44.594374	-74.31067
Fulton__NY	55531	1283.259	96.893	1380.152	43.115609	-74.423678
Genesee__NY	60079	1276.698	6.143	1282.84	43.00091	-78.192778
Greene__NY	49221	1676.14	28.201	1704.341	42.286951	-74.149495
Hamilton__NY	4836	4447.976	234.214	4682.19	43.657879	-74.502456
Herkimer__NY	64519	3655.689	120.4	3776.09	43.461635	-74.894694
Jefferson__NY	116229	3285.632	1524.549	4810.181	43.995371	-76.053522
Kings__NY	2504700	183.412	67.603	251.015	40.635133	-73.950777
Lewis__NY	27087	3301.404	39.581	3340.985	43.786397	-75.442617
Livingston__NY	65393	1636.257	22.006	1658.263	42.727485	-77.76978
Madison__NY	73442	1696.033	16.681	1712.715	42.910026	-75.663575
Monroe__NY	744344	1702.154	1837.659	3539.813	43.464475	-77.664656
Montgomery__NY	50219	1043.876	18.939	1062.815	42.900891	-74.435358
Nassau__NY	1339532	737.411	436.461	1173.872	40.729687	-73.589384
New_York__NY	1585873	59.126	27.873	86.999	40.776557	-73.970174
Niagara__NY	216469	1352.904	1598.827	2951.73	43.456731	-78.792143
Oneida__NY	234878	3140.176	117.138	3257.314	43.242727	-75.434282
Onodaga__NY	467026	2016.02	70.521	2086.541	43.00653	-76.196117
Ontario__NY	107931	1668.122	47.814	1715.936	42.856695	-77.303277
Orange__NY	372813	2102.257	69.822	2172.079	41.40241	-74.306252
Orleans__NY	42883	1013.357	1103.756	2117.113	43.502287	-78.229726
Oswego__NY	122109	2464.761	933.518	3398.279	43.461443	-76.209258
Otsego__NY	62259	2594.392	36.394	2630.786	42.629776	-75.028841
Putnam__NY	99710	596.504	41.283	637.787	41.427904	-73.743882
Queens__NY	2230722	281.097	180.458	461.555	40.658557	-73.837929
Rensselaer__NY	159429	1689.789	33.571	1723.361	42.710421	-73.513845
Richmond__NY	468730	151.179	113.755	264.933	40.563855	-74.137063
Rockland__NY	311687	449.493	66.8	516.293	41.154785	-74.024772
St_Lawrence__NY	111944	6942.145	365.349	7307.494	44.488113	-75.074311
Saratoga__NY	219607	2097.849	87.603	2185.452	43.106135	-73.855387
Schenectady__NY	154727	529.694	12.614	542.308	42.817542	-74.043583
Schoharie__NY	32749	1610.504	11.677	1622.181	42.591294	-74.438172
Schuyler__NY	18343	850.379	36.246	886.626	42.419776	-76.938604
Seneca__NY	35251	838.393	172.839	1011.232	42.782294	-76.827088
Steuben__NY	98990	3601.532	35.027	3636.559	42.266725	-77.385525
Suffolk__NY	1493350	2362.201	3784.185	6146.386	40.943554	-72.692218
Sullivan__NY	77547	2507.45	74.049	2581.5	41.720176	-74.76468
Tioga__NY	51125	1343.172	11.08	1354.253	42.178057	-76.29745
Tompkins__NY	101564	1229.334	43.795	1273.129	42.453281	-76.473712
Ulster__NY	182493	2911.756	94.6	3006.355	41.947232	-74.265447
Warren__NY	65707	2245.396	167.449	2412.845	43.555105	-73.838139
Washington__NY	63216	2152.756	38.083	2190.839	43.312377	-73.439428
Wayne__NY	93772	1563.903	2018.182	3582.085	43.458758	-77.063164
Westchester__NY	949113	1114.982	179.999	1294.982	41.15277	-73.745912
Wyoming__NY	42155	1535.206	9.171	1544.377	42.701363	-78.228567
Yates__NY	25348	875.786	97.505	973.291	42.638237	-77.104324
Alamance__NC	151131	1098.008	27.957	1125.965	36.041974	-79.399935
Alexander__NC	37198	673.381	9.47	682.851	35.920951	-81.177467
Alleghany__NC	11155	608.801	3.855	612.656	36.489356	-81.132299
Anson__NC	26948	1376.453	14.613	1391.066	34.974996	-80.109959
Ashe__NC	27281	1103.684	8.117	1111.801	36.436305	-81.49877
Avery__NC	17797	639.952	0.367	640.319	36.072894	-81.920363
Beaufort__NC	47759	2142.418	339.348	2481.766	35.482313	-76.842014
Bertie__NC	21282	1811.1	108.725	1919.826	36.06133	-76.962367
Bladen__NC	35190	2264.499	33.23	2297.729	34.591949	-78.539513
Brunswick__NC	107431	2193.65	525.381	2719.031	34.038708	-78.227688
Buncombe__NC	238318	1700.773	8.985	1709.757	35.609371	-82.530426
Burke__NC	90912	1313.381	20.658	1334.039	35.746182	-81.70618
Cabarrus__NC	178011	936.925	7.033	943.958	35.387845	-80.552868
Caldwell__NC	83029	1221.35	7.116	1228.465	35.957857	-81.530076
Camden__NC	9980	623.038	180.412	803.45	36.342344	-76.162488
Carteret__NC	66469	1311.185	2161.018	3472.204	34.858313	-76.526967
Caswell__NC	23719	1100.542	8.625	1109.167	36.393097	-79.332546
Catawba__NC	154358	1032.684	38.057	1070.741	35.663182	-81.214151
Chatham__NC	63505	1766.852	71.603	1838.455	35.704994	-79.251454
Cherokee__NC	27444	1179.547	29.263	1208.81	35.136233	-84.061308
Chowan__NC	14793	446.702	157.536	604.239	36.127288	-76.60207
Clay__NC	10587	556.201	15.224	571.425	35.052997	-83.752264
Cleveland__NC	98078	1202.408	10.356	1212.765	35.33463	-81.557115
Columbus__NC	58098	2427.578	42.338	2469.916	34.260471	-78.636378
Craven__NC	103505	1836.192	168.877	2005.068	35.118179	-77.082541
Cumberland__NC	319431	1689.488	15.675	1705.163	35.050192	-78.828719
Currituck__NC	23547	678.194	685.674	1363.868	36.372174	-75.941224
Dare__NC	33920	993.052	3053.97	4047.022	35.606269	-75.767536
Davidson__NC	162878	1431.421	37.149	1468.57	35.795123	-80.206525
Davie__NC	41240	684.029	7.727	691.756	35.929356	-80.542542
Duplin__NC	58505	2113.999	14.128	2128.127	34.934403	-77.933543
Durham__NC	267587	740.673	30.798	771.471	36.036589	-78.877919
Edgecombe__NC	56552	1308.815	3.402	1312.217	35.917055	-77.602655
Forsyth__NC	350670	1057.097	11.781	1068.878	36.131667	-80.257289
Franklin__NC	60619	1273.451	7.295	1280.746	36.088241	-78.28309
Gaston__NC	206086	922.106	20.913	943.02	35.293344	-81.177256
Gates__NC	12197	881.748	13.578	895.326	36.442135	-76.702355
Graham__NC	8861	756.482	24.828	781.31	35.348111	-83.830909
Granville__NC	59916	1376.759	12.766	1389.525	36.299884	-78.657634
Greene__NC	21362	688.749	1.222	689.971	35.481933	-77.681667
Guilford__NC	488406	1672.365	30.884	1703.248	36.079065	-79.788665
Halifax__NC	54691	1875.375	18.371	1893.746	36.251438	-77.644842
Harnett__NC	114678	1541.009	16.361	1557.37	35.368635	-78.87161
Haywood__NC	59036	1434.055	2.417	1436.472	35.557097	-82.972807
Henderson__NC	106740	966.242	5.602	971.844	35.336424	-82.479634
Hertford__NC	24669	914.422	18.892	933.313	36.363517	-76.981616
Hoke__NC	46952	1012.022	4.02	1016.042	35.017233	-79.241964
Hyde__NC	5810	1586.885	2101.324	3688.209	35.408157	-76.153687
Iredell__NC	159437	1486.221	59.749	1545.971	35.806356	-80.874545
Jackson__NC	40271	1271.049	9.816	1280.865	35.286463	-83.130641
Johnston__NC	168878	2049.455	10.891	2060.346	35.513405	-78.367267
Jones__NC	10153	1219.129	6.494	1225.622	35.03216	-77.356443
Lee__NC	57866	660.342	10.577	670.918	35.476075	-79.17222
Lenoir__NC	59495	1037.527	5.768	1043.296	35.238062	-77.639023
Lincoln__NC	78265	771.656	23.577	795.233	35.487825	-81.225176
McDowell__NC	44996	1141.169	13.957	1155.126	35.682232	-82.048029
Macon__NC	33922	1335.29	10.694	1345.985	35.152959	-83.421901
Madison__NC	20764	1164.38	4.837	1169.216	35.86408	-82.712731
Martin__NC	24505	1194.547	0.754	1195.302	35.841059	-77.112867
Mecklenburg__NC	919628	1356.746	57.153	1413.899	35.246862	-80.833832
Mitchell__NC	15579	573.488	1.714	575.202	36.013102	-82.163554
Montgomery__NC	27798	1273.652	25.989	1299.641	35.338071	-79.904196
Moore__NC	88247	1807.404	20.746	1828.151	35.310163	-79.480664
Nash__NC	95840	1399.646	6.118	1405.764	35.965945	-77.987555
New_Hanover__NC	202667	496.072	353.971	850.043	34.177466	-77.871378
Northampton__NC	22099	1389.758	36.301	1426.059	36.421774	-77.398352
Onslow__NC	177772	1975.497	370.807	2346.304	34.76346	-77.503297
Orange__NC	133801	1030.706	8.986	1039.692	36.062499	-79.119355
Pamlico__NC	13144	871.627	596.248	1467.876	35.147462	-76.665069
Pasquotank__NC	40661	587.617	162.021	749.638	36.265276	-76.260355
Pender__NC	52217	2252.759	163.146	2415.904	34.512581	-77.888029
Perquimans__NC	13453	639.957	212.061	852.018	36.178261	-76.404269
Person__NC	39464	1016.109	30.45	1046.559	36.386387	-78.965471
Pitt__NC	168148	1688.606	7.382	1695.988	35.591065	-77.372404
Polk__NC	20510	615.871	1.932	617.803	35.278928	-82.167667
Randolph__NC	141752	2026.711	17.696	2044.407	35.709915	-79.806215
Richmond__NC	46639	1227.192	15.791	1242.982	35.001957	-79.747809
Robeson__NC	134168	2458.47	4.574	2463.045	34.63921	-79.100881
Rockingham__NC	93643	1464.77	18.53	1483.3	36.380927	-79.782889
Rowan__NC	138428	1324.451	31.99	1356.441	35.639218	-80.525344
Rutherford__NC	67810	1461.144	4.4	1465.544	35.402747	-81.919583
Sampson__NC	63431	2446.866	4.806	2451.671	34.990575	-78.371382
Scotland__NC	36157	825.804	3.832	829.635	34.840023	-79.477337
Stanly__NC	60585	1023.267	25.262	1048.529	35.310523	-80.254355
Stokes__NC	47401	1162.535	17.539	1180.074	36.404195	-80.239271
Surry__NC	73673	1378.304	10.716	1389.02	36.415416	-80.686463
Swain__NC	13981	1367.504	32.758	1400.263	35.568849	-83.465614
Transylvania__NC	33090	980.383	5.141	985.524	35.210095	-82.816696
